folder,inner_folder,method,R,rf-score
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 17, 0.7111111111111111
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 17,
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 17,
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 18, 0.3111111111111111
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 18, 0.15555555555555556
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 18, 0.24444444444444444
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 19, 0.24444444444444444
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 19, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 19, 0.08888888888888889
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD, 20, 0.24444444444444444
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND, 20, 0.2
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG, 20, 0.2
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 1, 0.13333333333333333
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 1, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 1, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 2, 0.2
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 2, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 2, 0.13333333333333333
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 3, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 3, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 3, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 4, 0.2
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 4, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 4, 0.08888888888888889
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 5, 0.13333333333333333
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 5, 0.13333333333333333
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 5, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 6, 0.2222222222222222
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 6, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 6, 0.08888888888888889
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 7, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 7, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 7, 0.06666666666666667
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 8, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 8, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 8, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 9, 0.2
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 9, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 9, 0.022222222222222223
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 10, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 10, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 10, 0.13333333333333333
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 11, 0.2222222222222222
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 11, 0.2
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 11, 0.1111111111111111
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 12, 0.2222222222222222
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 12, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 12, 0.06666666666666667
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 13, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 13, 0.1111111111111111
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 13, 0.08888888888888889
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 14, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 14, 0.1111111111111111
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 14, 0.08888888888888889
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 15, 0.2
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 15, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 15, 0.1111111111111111
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 16, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 16, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 16, 0.022222222222222223
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 17, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 17, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 17, 0.06666666666666667
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 18, 0.2
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 18, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 18, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 19, 0.17777777777777778
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 19, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 19, 0.1111111111111111
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD, 20, 0.2222222222222222
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND, 20, 0.15555555555555556
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG, 20, 0.1111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 1, 0.15555555555555556
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 2, 0.1111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 3, 0.08888888888888889
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 4, 0.13333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 5, 0.08888888888888889
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 6, 0.13333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 7, 0.15555555555555556
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 8, 0.15555555555555556
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 9, 0.06666666666666667
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 10, 0.1111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 11, 0.13333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 12, 0.24444444444444444
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 13, 0.15555555555555556
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 14, 0.1111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 15, 0.13333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 16, 0.13333333333333333
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 17, 0.1111111111111111
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 18, 0.06666666666666667
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 19, 0.15555555555555556
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None, 20, 0.17777777777777778
48-taxon,estimated-genetrees/1X-25-500,astral-None, 1, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,astral-None, 2, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,astral-None, 3, 0.3111111111111111
48-taxon,estimated-genetrees/1X-25-500,astral-None, 4, 0.28888888888888886
48-taxon,estimated-genetrees/1X-25-500,astral-None, 5, 0.3111111111111111
48-taxon,estimated-genetrees/1X-25-500,astral-None, 6, 0.24444444444444444
48-taxon,estimated-genetrees/1X-25-500,astral-None, 7, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,astral-None, 8, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,astral-None, 9, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,astral-None, 10, 0.24444444444444444
48-taxon,estimated-genetrees/1X-25-500,astral-None, 11, 0.4222222222222222
48-taxon,estimated-genetrees/1X-25-500,astral-None, 12, 0.28888888888888886
48-taxon,estimated-genetrees/1X-25-500,astral-None, 13, 0.3111111111111111
48-taxon,estimated-genetrees/1X-25-500,astral-None, 14, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,astral-None, 15, 0.37777777777777777
48-taxon,estimated-genetrees/1X-25-500,astral-None, 16, 0.28888888888888886
48-taxon,estimated-genetrees/1X-25-500,astral-None, 17, 0.35555555555555557
48-taxon,estimated-genetrees/1X-25-500,astral-None, 18, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,astral-None, 19, 0.3333333333333333
48-taxon,estimated-genetrees/1X-25-500,astral-None, 20, 0.35555555555555557
48-taxon,estimated-genetrees/1X-50-500,astral-None, 1, 0.24444444444444444
48-taxon,estimated-genetrees/1X-50-500,astral-None, 2, 0.28888888888888886
48-taxon,estimated-genetrees/1X-50-500,astral-None, 3, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,astral-None, 4, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,astral-None, 5, 0.28888888888888886
48-taxon,estimated-genetrees/1X-50-500,astral-None, 6, 0.28888888888888886
48-taxon,estimated-genetrees/1X-50-500,astral-None, 7, 0.24444444444444444
48-taxon,estimated-genetrees/1X-50-500,astral-None, 8, 0.26666666666666666
48-taxon,estimated-genetrees/1X-50-500,astral-None, 9, 0.24444444444444444
48-taxon,estimated-genetrees/1X-50-500,astral-None, 10, 0.24444444444444444
48-taxon,estimated-genetrees/1X-50-500,astral-None, 11, 0.28888888888888886
48-taxon,estimated-genetrees/1X-50-500,astral-None, 12, 0.26666666666666666
48-taxon,estimated-genetrees/1X-50-500,astral-None, 13, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,astral-None, 14, 0.3333333333333333
48-taxon,estimated-genetrees/1X-50-500,astral-None, 15, 0.2222222222222222
48-taxon,estimated-genetrees/1X-50-500,astral-None, 16, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,astral-None, 17, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,astral-None, 18, 0.28888888888888886
48-taxon,estimated-genetrees/1X-50-500,astral-None, 19, 0.3111111111111111
48-taxon,estimated-genetrees/1X-50-500,astral-None, 20, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,astral-None, 1, 0.2222222222222222
48-taxon,estimated-genetrees/1X-100-500,astral-None, 2, 0.24444444444444444
48-taxon,estimated-genetrees/1X-100-500,astral-None, 3, 0.3333333333333333
48-taxon,estimated-genetrees/1X-100-500,astral-None, 4, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,astral-None, 5, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,astral-None, 6, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,astral-None, 7, 0.24444444444444444
48-taxon,estimated-genetrees/1X-100-500,astral-None, 8, 0.2
48-taxon,estimated-genetrees/1X-100-500,astral-None, 9, 0.2222222222222222
48-taxon,estimated-genetrees/1X-100-500,astral-None, 10, 0.2
48-taxon,estimated-genetrees/1X-100-500,astral-None, 11, 0.2222222222222222
48-taxon,estimated-genetrees/1X-100-500,astral-None, 12, 0.2222222222222222
48-taxon,estimated-genetrees/1X-100-500,astral-None, 13, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,astral-None, 14, 0.28888888888888886
48-taxon,estimated-genetrees/1X-100-500,astral-None, 15, 0.2222222222222222
48-taxon,estimated-genetrees/1X-100-500,astral-None, 16, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,astral-None, 17, 0.24444444444444444
48-taxon,estimated-genetrees/1X-100-500,astral-None, 18, 0.24444444444444444
48-taxon,estimated-genetrees/1X-100-500,astral-None, 19, 0.26666666666666666
48-taxon,estimated-genetrees/1X-100-500,astral-None, 20, 0.28888888888888886
48-taxon,estimated-genetrees/1X-200-500,astral-None, 1, 0.1111111111111111
48-taxon,estimated-genetrees/1X-200-500,astral-None, 2, 0.2222222222222222
48-taxon,estimated-genetrees/1X-200-500,astral-None, 3, 0.28888888888888886
48-taxon,estimated-genetrees/1X-200-500,astral-None, 4, 0.15555555555555556
48-taxon,estimated-genetrees/1X-200-500,astral-None, 5, 0.2
48-taxon,estimated-genetrees/1X-200-500,astral-None, 6, 0.24444444444444444
48-taxon,estimated-genetrees/1X-200-500,astral-None, 7, 0.17777777777777778
48-taxon,estimated-genetrees/1X-200-500,astral-None, 8, 0.13333333333333333
48-taxon,estimated-genetrees/1X-200-500,astral-None, 9, 0.2
48-taxon,estimated-genetrees/1X-200-500,astral-None, 10, 0.15555555555555556
48-taxon,estimated-genetrees/1X-200-500,astral-None, 11, 0.17777777777777778
48-taxon,estimated-genetrees/1X-200-500,astral-None, 12, 0.24444444444444444
48-taxon,estimated-genetrees/1X-200-500,astral-None, 13, 0.17777777777777778
48-taxon,estimated-genetrees/1X-200-500,astral-None, 14, 0.13333333333333333
48-taxon,estimated-genetrees/1X-200-500,astral-None, 15, 0.17777777777777778
48-taxon,estimated-genetrees/1X-200-500,astral-None, 16, 0.17777777777777778
48-taxon,estimated-genetrees/1X-200-500,astral-None, 17, 0.24444444444444444
48-taxon,estimated-genetrees/1X-200-500,astral-None, 18, 0.2222222222222222
48-taxon,estimated-genetrees/1X-200-500,astral-None, 19, 0.17777777777777778
48-taxon,estimated-genetrees/1X-200-500,astral-None, 20, 0.26666666666666666
48-taxon,estimated-genetrees/1X-500-500,astral-None, 1, 0.06666666666666667
48-taxon,estimated-genetrees/1X-500-500,astral-None, 2, 0.1111111111111111
48-taxon,estimated-genetrees/1X-500-500,astral-None, 3, 0.15555555555555556
48-taxon,estimated-genetrees/1X-500-500,astral-None, 4, 0.13333333333333333
48-taxon,estimated-genetrees/1X-500-500,astral-None, 5, 0.08888888888888889
48-taxon,estimated-genetrees/1X-500-500,astral-None, 6, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,astral-None, 7, 0.1111111111111111
48-taxon,estimated-genetrees/1X-500-500,astral-None, 8, 0.06666666666666667
48-taxon,estimated-genetrees/1X-500-500,astral-None, 9, 0.13333333333333333
48-taxon,estimated-genetrees/1X-500-500,astral-None, 10, 0.08888888888888889
48-taxon,estimated-genetrees/1X-500-500,astral-None, 11, 0.08888888888888889
48-taxon,estimated-genetrees/1X-500-500,astral-None, 12, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,astral-None, 13, 0.13333333333333333
48-taxon,estimated-genetrees/1X-500-500,astral-None, 14, 0.1111111111111111
48-taxon,estimated-genetrees/1X-500-500,astral-None, 15, 0.13333333333333333
48-taxon,estimated-genetrees/1X-500-500,astral-None, 16, 0.17777777777777778
48-taxon,estimated-genetrees/1X-500-500,astral-None, 17, 0.15555555555555556
48-taxon,estimated-genetrees/1X-500-500,astral-None, 18, 0.13333333333333333
48-taxon,estimated-genetrees/1X-500-500,astral-None, 19, 0.15555555555555556
48-taxon,estimated-genetrees/1X-500-500,astral-None, 20, 0.06666666666666667
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 1, 0.08888888888888889
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 2, 0.044444444444444446
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 3, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 4, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 5,
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 6, 0.08888888888888889
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 7, 0.06666666666666667
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 8,
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 9, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 10, 0.06666666666666667
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 11, 0.044444444444444446
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 12, 0.15555555555555556
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 13, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 14, 0.06666666666666667
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 15, 0.1111111111111111
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 16,
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 17,
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 18, 0.13333333333333333
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 19, 0.044444444444444446
48-taxon,estimated-genetrees/1X-1000-500,astral-None, 20, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 1, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 2, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 3, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 4, 0.06666666666666667
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 5, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 6, 0.022222222222222223
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 7, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 8, 0.022222222222222223
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 9, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 10, 0.022222222222222223
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 11, 0.022222222222222223
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 12, 0.06666666666666667
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 13, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 14, 0.06666666666666667
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 15, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 16, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 17, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 18, 0.044444444444444446
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 19, 0.0
48-taxon,estimated-genetrees/2X-1000-500,astral-None, 20, 0.08888888888888889
37-taxon,true-genetrees/1X-200-true,stelar-MP, 1, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MV, 1, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 1, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 1, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MP, 2, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 2, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 2, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 2, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 3, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 3, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 3, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 3, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 4, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 4, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 4, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 4, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 5, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 5, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 5, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 5, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 6, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 6, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 6, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 6, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 7, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-MV, 7, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 7, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 7, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-MP, 8, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 8, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 8, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 8, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 9, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 9, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 9, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 9, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 10, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MV, 10, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 10, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 10, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MP, 11, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 11, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 11, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 11, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 12, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MV, 12, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 12, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 12, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MP, 13, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-MV, 13, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 13, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-OG, 13, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-MP, 14, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MV, 14, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 14, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 14, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MP, 15, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 15, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 15, 0.058823529411764705
37-taxon,true-genetrees/1X-200-true,stelar-OG, 15, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 16, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MV, 16, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 16, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 16, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MP, 17, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 17, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 17, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 17, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 18, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 18, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 18, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-OG, 18, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 19, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MV, 19, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 19, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 19, 0.0
37-taxon,true-genetrees/1X-200-true,stelar-MP, 20, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-MV, 20, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-RAND, 20, 0.029411764705882353
37-taxon,true-genetrees/1X-200-true,stelar-OG, 20, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-MP, 1, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 1, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 1, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 1, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 2, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 2, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 2, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 2, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 3, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 3, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 3, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 3, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 4, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 4, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 4, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 4, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 5, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 5, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 5, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 5, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 6, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 6, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 6, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 6, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 7, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 7, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 7, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 7, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 8, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 8, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 8, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG, 8, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 9, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 9, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 9, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 9, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 10, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV, 10, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND, 10, 0.029411764705882353
37-taxon,true-genetrees/1X-800-true,stelar-OG, 10, 0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP, 11, 0.0
